class,login_count,logout_count,login_day_count,play_time,avg_money,ip_count,max_level,playtime_per_day,sit_count,exp_get_amout,item_get_count,exp_repair_count,money_get_count,abyss,use_portal_count,killed_by_pc,killed_by_npc,teleport_count,reborn_count,question_count,sit_count_perday,item_get_count_perday,exp_repair_count_perday,money_get_count_perday,use_portal_count_perday,teleport_count_perday,total_party_time,guild_join_count,average_party_time,login_total_day
0,259.0,259.0,1.0,637926.0,124.84946529848291,259.0,0.0,42528.4,270.0,389149580.0,31149.0,0.0,4686.0,0.0,0.0,47.0,30.0,376.0,51.0,62.0,18.0,2076.6,0.0,312.4,0.0,25.066666666666666,8862.0,0.0,1477.0,15.0
0,44.0,44.0,1.0,408128.0,43.19228036302336,44.0,42.0,29152.0,154.0,81839024.0,61603.0,0.0,1662.0,0.0,0.0,32.0,76.0,356.0,76.0,5893.0,11.0,4400.214285714285,0.0,118.71428571428572,0.0,25.42857142857143,69458.0,0.0,3655.684210526316,14.0
0,43.0,42.0,1.0,240334.0,-6.613812444348283,43.0,38.0,17166.714285714286,378.0,142485377.0,24686.0,0.0,1318.0,0.0,0.0,35.0,53.0,337.0,69.0,97.0,27.0,1763.2857142857142,0.0,94.14285714285714,0.0,24.07142857142857,43619.0,0.0,2295.7368421052633,14.0
0,25.0,24.0,1.0,1205493.0,0.09999809206689712,25.0,0.0,80366.2,207.0,1390838770.0,110081.0,0.0,8028.0,0.0,0.0,0.0,12.0,44.0,10.0,0.0,13.8,7338.733333333334,0.0,535.2,0.0,2.933333333333333,0.0,0.0,0.0,15.0
0,111.0,110.0,1.0,458215.0,-32.825577512739656,111.0,0.0,30547.66666666667,320.0,395161913.0,98368.0,0.0,3551.0,0.0,1.0,311.0,109.0,570.0,261.0,80.0,21.33333333333333,6557.866666666668,0.0,236.73333333333332,0.06666666666666668,38.0,40934.0,0.0,2558.375,15.0
0,9.0,9.0,1.0,14596.0,164.20896135927651,9.0,0.0,2919.2,14.0,18351775.0,223.0,0.0,190.0,0.0,0.0,0.0,2.0,16.0,2.0,4.0,2.8,44.6,0.0,38.0,0.0,3.2,0.0,0.0,0.0,5.0
0,51.0,49.0,1.0,230392.0,-2.9287518663842493,51.0,31.0,17722.46153846154,255.0,40038497.0,27457.0,0.0,1181.0,0.0,0.0,4.0,45.0,182.0,40.0,431.0,19.615384615384613,2112.076923076923,0.0,90.84615384615385,0.0,14.0,12992.0,0.0,3248.0,13.0
0,13.0,13.0,1.0,187187.0,0.2387932922692281,13.0,28.0,31197.83333333333,101.0,24319101.0,69028.0,0.0,1293.0,0.0,0.0,27.0,31.0,181.0,48.0,206.0,16.833333333333332,11504.666666666664,0.0,215.5,0.0,30.16666666666667,14878.0,0.0,1653.111111111111,6.0
0,3.0,3.0,1.0,11149.0,0.16736927078661765,3.0,7.0,3716.333333333334,0.0,37782.0,44.0,0.0,26.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,0.0,14.666666666666664,0.0,8.666666666666666,0.0,1.3333333333333333,756.0,0.0,756.0,3.0
0,115.0,116.0,1.0,630830.0,-13.05386395700902,115.0,37.0,42055.333333333336,602.0,263808810.0,33304.0,0.0,3447.0,0.0,4.0,252.0,140.0,696.0,268.0,368.0,40.13333333333333,2220.266666666667,0.0,229.8,0.26666666666666666,46.4,11698.0,0.0,1949.666666666667,15.0
0,1.0,1.0,1.0,12094.0,0.7274681660327436,1.0,8.0,12094.0,0.0,83766.0,377.0,0.0,63.0,0.0,0.0,0.0,1.0,7.0,1.0,12.0,0.0,377.0,0.0,63.0,0.0,7.0,0.0,0.0,0.0,1.0
0,19.0,19.0,1.0,20567.0,-2651.777556279477,19.0,0.0,1869.7272727272727,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2727272727272727,0.0,0.0,0.0,11.0
0,59.0,59.0,1.0,195585.0,-3.305631822481274,59.0,29.0,13970.357142857143,149.0,24258735.0,5339.0,0.0,1145.0,0.0,0.0,6.0,31.0,155.0,31.0,173.0,10.642857142857142,381.3571428571428,0.0,81.78571428571429,0.0,11.071428571428573,15892.0,1.0,1589.2,14.0
0,36.0,35.0,1.0,1148470.0,0.3082213727829199,36.0,0.0,76564.66666666669,507.0,763948950.0,1307.0,0.0,13626.0,0.0,0.0,64.0,481.0,365.0,400.0,0.0,33.8,87.13333333333334,0.0,908.4,0.0,24.33333333333333,17138.0,0.0,8569.0,15.0
0,178.0,176.0,1.0,516708.0,16.635833004327395,178.0,48.0,34447.2,436.0,613583119.0,79576.0,0.0,6826.0,0.0,2.0,40.0,139.0,628.0,132.0,821.0,29.066666666666666,5305.066666666667,0.0,455.06666666666666,0.13333333333333333,41.86666666666667,76945.0,0.0,2849.8148148148152,15.0
0,15.0,13.0,1.0,1096369.0,-9.543346263894732,15.0,50.0,73091.26666666666,4022.0,1093076002.0,75027.0,0.0,51.0,0.0,0.0,5.0,7.0,47.0,11.0,611.0,268.1333333333333,5001.8,0.0,3.4,0.0,3.1333333333333333,0.0,0.0,0.0,15.0
0,28.0,28.0,1.0,128679.0,-36.471343420449344,28.0,39.0,16084.875,62.0,41390924.0,46849.0,0.0,269.0,0.0,0.0,4.0,29.0,101.0,28.0,263.0,7.75,5856.125,0.0,33.625,0.0,12.625,18980.0,0.0,6326.666666666668,8.0
1,42.0,41.0,1.0,946368.0,-0.2066743592344627,42.0,0.0,78864.0,9.0,11292923.0,83997.0,0.0,71970.0,0.0,0.0,0.0,54.0,251.0,54.0,0.0,0.75,6999.75,0.0,5997.5,0.0,20.916666666666668,0.0,1.0,0.0,12.0
0,262.0,261.0,1.0,350498.0,-31.544762024319677,262.0,40.0,25035.571428571428,255.0,323481867.0,105849.0,0.0,2957.0,0.0,2.0,98.0,59.0,412.0,102.0,43.0,18.214285714285715,7560.642857142857,0.0,211.2142857142857,0.14285714285714285,29.42857142857143,16885.0,0.0,3377.0,14.0
0,5.0,4.0,1.0,16571.0,2.2024621326413616,5.0,12.0,5523.666666666668,41.0,563795.0,1523.0,0.0,166.0,0.0,0.0,0.0,3.0,15.0,3.0,70.0,13.666666666666664,507.66666666666674,0.0,55.33333333333334,0.0,5.0,0.0,1.0,0.0,3.0
0,33.0,32.0,1.0,152265.0,10.717939119298592,33.0,0.0,13842.272727272728,0.0,174204.0,43.0,0.0,140.0,0.0,0.0,4.0,0.0,69.0,31.0,0.0,0.0,3.9090909090909087,0.0,12.727272727272727,0.0,6.2727272727272725,0.0,0.0,0.0,11.0
1,45.0,45.0,1.0,97283.0,-60.46096440282476,45.0,39.0,8843.90909090909,95.0,69811716.0,2483.0,0.0,721.0,0.0,0.0,7.0,37.0,116.0,27.0,56.0,8.636363636363637,225.72727272727272,0.0,65.54545454545455,0.0,10.545454545454543,12663.0,0.0,2532.6,11.0
0,61.0,61.0,1.0,137298.0,-35.826887500182096,61.0,39.0,17162.25,224.0,55254629.0,15976.0,0.0,1421.0,0.0,0.0,1.0,35.0,176.0,31.0,34.0,28.0,1997.0,0.0,177.625,0.0,22.0,34995.0,0.0,4374.375,8.0
0,56.0,56.0,1.0,29606.0,264.8170978855637,56.0,0.0,1973.733333333333,0.0,0.0,84800.0,0.0,51.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,5653.333333333332,0.0,3.4,0.0,0.5333333333333333,84.0,0.0,42.0,15.0
0,5.0,4.0,1.0,30499.0,9.85058526509066,5.0,16.0,7624.75,5.0,1688862.0,11262.0,0.0,412.0,0.0,0.0,0.0,6.0,30.0,6.0,68.0,1.25,2815.5,0.0,103.0,0.0,7.5,1400.0,0.0,233.33333333333331,4.0
